q_str,t_str,a_str
入库超期未提的红色预警是什么？,<triple id=1188> 入库超期未提	红色预警	1.有去向业务：30天〈有去向超期天数2. 无去向业务：60天«库龄,<answer id=1188> 1.有去向业务：30天〈有去向超期天数2. 无去向业务：60天«库龄
入库超期未提在什么时候会发生橙色预警？,<triple id=1189> 入库超期未提	橙色预警	1.有去向业务：15天＜有去向超期天数≤30天2. 无去向业务：30天〈库龄≤60天,<answer id=1189> 1.有去向业务：15天＜有去向超期天数≤30天2. 无去向业务：30天〈库龄≤60天
入库超期未提的橙色预警是什么？,<triple id=1190> 入库超期未提	橙色预警	1.有去向业务：15天＜有去向超期天数≤30天2. 无去向业务：30天〈库龄≤60天,<answer id=1190> 1.有去向业务：15天＜有去向超期天数≤30天2. 无去向业务：30天〈库龄≤60天
入库超期未提在什么时候会发生蓝色预警？,<triple id=1191> 入库超期未提	蓝色预警	0 天＜库龄（需排除黄橙红）说明：表示货物一旦入库就进入未提货跟踪。,<answer id=1191> 0 天＜库龄（需排除黄橙红）说明：表示货物一旦入库就进入未提货跟踪。
入库超期未提在什么时候会发生黄色预警？,<triple id=1193> 入库超期未提	黄色预警	1.有去向业务：0（有去向超期天数≤15天2. 无去向业务：0天(库龄≤30天 所有在库量,<answer id=1193> 1.有去向业务：0（有去向超期天数≤15天2. 无去向业务：0天(库龄≤30天 所有在库量
入库超期未提的黄色预警是什么？,<triple id=1194> 入库超期未提	黄色预警	1.有去向业务：0（有去向超期天数≤15天2. 无去向业务：0天(库龄≤30天 所有在库量,<answer id=1194> 1.有去向业务：0（有去向超期天数≤15天2. 无去向业务：0天(库龄≤30天 所有在库量
入库超期未提属于什么类型？,<triple id=1195> 入库超期未提	类型	物流类,<answer id=1195> 物流类
交货超期的含义是什么？,<triple id=1199> 交货超期	含义	上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点,<answer id=1199> 上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点
交货超期是什么意思？,<triple id=1201> 交货超期	含义	上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点,<answer id=1201> 上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点
交货超期代表什么？,<triple id=1202> 交货超期	含义	上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点,<answer id=1202> 上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点
交货超期指什么？,<triple id=1203> 交货超期	含义	上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点,<answer id=1203> 上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点
怎么理解交货超期？,<triple id=1205> 交货超期	含义	上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点,<answer id=1205> 上游供方超交货期没交货，以采购合同约定的预计最迟交货日期为判断点
交货超期在什么时候会发生红色预警？,<triple id=1206> 交货超期	红色预警	60天＜超期天,<answer id=1206> 60天＜超期天
交货超期的红色预警是什么？,<triple id=1207> 交货超期	红色预警	60天＜超期天,<answer id=1207> 60天＜超期天
交货超期在什么时候会发生橙色预警？,<triple id=1208> 交货超期	橙色预警	30天＜超期天≤60天,<answer id=1208> 30天＜超期天≤60天
交货超期在什么时候会发生蓝色预警？,<triple id=1210> 交货超期	蓝色预警	-15 天＜超期天≤0天说明：-15 天表示离交货期还有15天,<answer id=1210> -15 天＜超期天≤0天说明：-15 天表示离交货期还有15天
交货超期在什么时候会发生黄色预警？,<triple id=1212> 交货超期	黄色预警	0天＜超期天≤30天,<answer id=1212> 0天＜超期天≤30天
交货超期的黄色预警是什么？,<triple id=1213> 交货超期	黄色预警	0天＜超期天≤30天,<answer id=1213> 0天＜超期天≤30天
交货超期属于什么类型？,<triple id=1214> 交货超期	类型	物流类,<answer id=1214> 物流类
交货超期属于什么类别？,<triple id=1215> 交货超期	类型	物流类,<answer id=1215> 物流类
交货超期的类型是什么？,<triple id=1216> 交货超期	类型	物流类,<answer id=1216> 物流类
交货超期的类别是什么？,<triple id=1217> 交货超期	类型	物流类,<answer id=1217> 物流类
进项超期的含义是什么？,<triple id=1218> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1218> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
进项超期是什么意思？,<triple id=1220> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1220> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
进项超期代表什么？,<triple id=1221> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1221> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
进项超期指什么？,<triple id=1222> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1222> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
怎么解释进项超期？,<triple id=1223> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1223> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
怎么理解进项超期？,<triple id=1224> 进项超期	含义	上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点,<answer id=1224> 上游供方货物已发货，但未开制进项发票；以系统入库日期作为起始点
进项超期的红色预警是什么？,<triple id=1226> 进项超期	红色预警	60天〈进项超期天,<answer id=1226> 60天〈进项超期天
进项超期在什么时候会发生橙色预警？,<triple id=1227> 进项超期	橙色预警	45 天〈进项超期天≤60天,<answer id=1227> 45 天〈进项超期天≤60天
进项超期在什么时候会发生蓝色预警？,<triple id=1229> 进项超期	蓝色预警	进项超期天≤30天说明：进项超期天=当前日期入库日期,<answer id=1229> 进项超期天≤30天说明：进项超期天=当前日期入库日期
进项超期在什么时候会发生黄色预警？,<triple id=1231> 进项超期	黄色预警	30天‹进项超期天≤45天,<answer id=1231> 30天‹进项超期天≤45天
进项超期的黄色预警是什么？,<triple id=1232> 进项超期	黄色预警	30天‹进项超期天≤45天,<answer id=1232> 30天‹进项超期天≤45天
进项超期属于什么类别？,<triple id=1234> 进项超期	类型	业务类,<answer id=1234> 业务类
进项超期的类型是什么？,<triple id=1235> 进项超期	类型	业务类,<answer id=1235> 业务类
进项超期的类别是什么？,<triple id=1236> 进项超期	类型	业务类,<answer id=1236> 业务类
库存预警的含义是什么？,<triple id=1237> 库存预警	含义	按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。,<answer id=1237> 按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。
库存预警是什么意思？,<triple id=1239> 库存预警	含义	按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。,<answer id=1239> 按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。
库存预警指什么？,<triple id=1241> 库存预警	含义	按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。,<answer id=1241> 按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。
怎么解释库存预警？,<triple id=1242> 库存预警	含义	按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。,<answer id=1242> 按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。
怎么理解库存预警？,<triple id=1243> 库存预警	含义	按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。,<answer id=1243> 按实物库龄和库存量，汇总到下游客户进行预警，以系统实物入库日期为起始点。
库存预警的红色预警是什么？,<triple id=1245> 库存预警	红色预警	90 天<库龄,<answer id=1245> 90 天<库龄
库存预警在什么时候会发生橙色预警？,<triple id=1246> 库存预警	橙色预警	1、60天〈库龄≤90天,<answer id=1246> 1、60天〈库龄≤90天
库存预警的橙色预警是什么？,<triple id=1247> 库存预警	橙色预警	1、60天〈库龄≤90天,<answer id=1247> 1、60天〈库龄≤90天
库存预警的蓝色预警是什么？,<triple id=1249> 库存预警	蓝色预警	0 天＜库龄≤30天 所有在库量,<answer id=1249> 0 天＜库龄≤30天 所有在库量
库存预警在什么时候会发生黄色预警？,<triple id=1250> 库存预警	黄色预警	1.30天＜库龄≤60天 所有在库量,<answer id=1250> 1.30天＜库龄≤60天 所有在库量
库存预警的黄色预警是什么？,<triple id=1251> 库存预警	黄色预警	1.30天＜库龄≤60天 所有在库量,<answer id=1251> 1.30天＜库龄≤60天 所有在库量
库存预警属于什么类别？,<triple id=1253> 库存预警	类型	物流类,<answer id=1253> 物流类
库存预警的类型是什么？,<triple id=1254> 库存预警	类型	物流类,<answer id=1254> 物流类
库存预警的类别是什么？,<triple id=1255> 库存预警	类型	物流类,<answer id=1255> 物流类
授信逾期超额的含义是什么？,<triple id=1256> 授信逾期超额	含义	逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况,<answer id=1256> 逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况
授信逾期超额是什么意思？,<triple id=1258> 授信逾期超额	含义	逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况,<answer id=1258> 逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况
授信逾期超额代表什么？,<triple id=1259> 授信逾期超额	含义	逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况,<answer id=1259> 逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况
授信逾期超额指什么？,<triple id=1260> 授信逾期超额	含义	逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况,<answer id=1260> 逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况
怎么解释授信逾期超额？,<triple id=1261> 授信逾期超额	含义	逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况,<answer id=1261> 逾期：是指授信超过期限仍占用的情况；超额：是指授信占用超授信额度的情况
